rela,analogy_0,analogy_1,analogy_2,analogy_3,guess_0,guess_1,guess_2,guess_3,guess_4,status
procedure_has_excised_anatomy,duodenum,duodenectomy,penis,penectomy,glossectomy,mandibulectomy,myotomy,fundoplication,pancreatectomy,False
procedure_has_excised_anatomy,duodenum,duodenectomy,pericardium,pericardiectomy,glossectomy,mandibulectomy,pleurectomy,myotomy,pericardiectomy,False
procedure_has_excised_anatomy,duodenum,duodenectomy,pharynx,pharyngectomy,glossectomy,mandibulectomy,myotomy,enterectomy,pancreatectomy,False
procedure_has_excised_anatomy,duodenum,duodenectomy,hypophysis,hypophysectomy,patellectomy,enterectomy,colpocleisis,pleurectomy,synovectomy,False
procedure_has_excised_anatomy,duodenum,duodenectomy,prostate,prostatectomy,rectal,breast,cervical,colon-rectal,colorectal,False
procedure_has_excised_anatomy,duodenum,duodenectomy,spleen,splenectomy,enterectomy,pleurectomy,devascularization,mandibulectomy,sclerotherapy,False
procedure_has_excised_anatomy,duodenum,duodenectomy,stomach,gastrectomy,mandibulectomy,pancreatectomy,glossectomy,colectomy,pleurectomy,False
procedure_has_excised_anatomy,duodenum,duodenectomy,thymus,thymectomy,mandibulectomy,pleurectomy,enterectomy,glossectomy,patellectomy,False
procedure_has_excised_anatomy,duodenum,duodenectomy,thyroid,thyroidectomy,transarterial,parathyroid,percutaneous,intra-articular,intraarticular,False
procedure_has_excised_anatomy,duodenum,duodenectomy,tongue,glossectomy,pleurectomy,patellectomy,colpocleisis,pericardiectomy,enterectomy,False
procedure_has_excised_anatomy,duodenum,duodenectomy,uterus,hysterectomy,mandibulectomy,pancreatectomy,glossectomy,colectomy,laryngectomy,False
procedure_has_excised_anatomy,duodenum,duodenectomy,vas-deferens,vasectomy,polyoxydonium,scar-tissue,elastic-fiber,klossia,1-methyl-4-phenyl-4-propionoxypiperidine,False
procedure_has_excised_anatomy,duodenum,duodenectomy,mastoid,mastoidectomy,talectomy,colpocleisis,patellectomy,pericardectomy,corrective,False
procedure_has_excised_anatomy,duodenum,duodenectomy,tonsil,tonsillectomy,patellectomy,colpocleisis,pleurectomy,pericardiectomy,pancreatoduodenectomy,False
procedure_has_excised_anatomy,esophagus,esophagectomy,fallopian-tube,salpingectomy,endovenous,endovesical,intramammary,intravesical,aneurysmal,False
procedure_has_excised_anatomy,esophagus,esophagectomy,gallbladder,cholecystectomy,apicoectomy,traumatic,arthroscopic,transurethral,transcatheter,False
procedure_has_excised_anatomy,esophagus,esophagectomy,gonads,orchiectomy,replantation,enucleation,autotransplantation,cryosurgery,pancreaticoduodenectomy,False
procedure_has_excised_anatomy,esophagus,esophagectomy,kidney,nephrectomy,pancreaticoduodenectomy,pancreatoduodenectomy,tonsillectomy,trabeculectomy,oesophagectomy,False
procedure_has_excised_anatomy,esophagus,esophagectomy,larynx,laryngectomy,pancreaticoduodenectomy,pancreatoduodenectomy,tonsillectomy,trabeculectomy,oesophagectomy,False
procedure_has_excised_anatomy,esophagus,esophagectomy,liver,hepatectomy,pancreaticoduodenectomy,pancreatoduodenectomy,trabeculectomy,tonsillectomy,adenotonsillectomy,False
procedure_has_excised_anatomy,esophagus,esophagectomy,lung,pneumonectomy,orthotopic,traumatic,allogeneic,elective,apicoectomy,False
procedure_has_excised_anatomy,esophagus,esophagectomy,lymph-nodes,lymphadenectomy,orthotopic,traumatic,living-donor,otoplasty,allogeneic,False
procedure_has_excised_anatomy,esophagus,esophagectomy,mandible,mandibulectomy,pancreaticoduodenectomy,pancreatoduodenectomy,oesophagectomy,trabeculectomy,pneumonectomy,False
procedure_has_excised_anatomy,esophagus,esophagectomy,maxilla,maxillectomy,pneumonectomy,pancreaticoduodenectomy,oesophagectomy,trabeculectomy,pancreatoduodenectomy,False
procedure_has_excised_anatomy,esophagus,esophagectomy,ovaries,oophorectomy,autotransplantation,replantation,enucleation,cryopreservation,pancreaticoduodenectomy,False
procedure_has_excised_anatomy,esophagus,esophagectomy,pancreas,pancreatectomy,pancreaticoduodenectomy,pancreatoduodenectomy,oesophagectomy,tonsillectomy,pneumonectomy,False
procedure_has_excised_anatomy,esophagus,esophagectomy,penis,penectomy,pancreaticoduodenectomy,oesophagectomy,pancreatoduodenectomy,parathyroidectomy,trabeculectomy,False
procedure_has_excised_anatomy,esophagus,esophagectomy,pericardium,pericardiectomy,pancreaticoduodenectomy,pancreatoduodenectomy,oesophagectomy,parathyroidectomy,pneumonectomy,False
procedure_has_excised_anatomy,esophagus,esophagectomy,pharynx,pharyngectomy,parathyroidectomy,pancreaticoduodenectomy,pneumonectomy,pancreatoduodenectomy,oesophagectomy,False
procedure_has_excised_anatomy,esophagus,esophagectomy,hypophysis,hypophysectomy,trabeculectomy,pulpectomy,adenotonsillectomy,pancreatoduodenectomy,phacoemulsification,False
procedure_has_excised_anatomy,esophagus,esophagectomy,prostate,prostatectomy,orthotopic,colorectal,transcatheter,transurethral,traumatic,False
procedure_has_excised_anatomy,esophagus,esophagectomy,spleen,splenectomy,enucleation,pancreaticoduodenectomy,replantation,pancreatoduodenectomy,cryosurgery,False
procedure_has_excised_anatomy,esophagus,esophagectomy,stomach,gastrectomy,pancreaticoduodenectomy,pancreatoduodenectomy,tonsillectomy,trabeculectomy,oesophagectomy,False
procedure_has_excised_anatomy,esophagus,esophagectomy,thymus,thymectomy,pancreaticoduodenectomy,pancreatoduodenectomy,cryosurgery,trabeculectomy,tonsillectomy,False
procedure_has_excised_anatomy,esophagus,esophagectomy,thyroid,thyroidectomy,transcatheter,transurethral,arthroscopic,percutaneous,orthotopic,False
procedure_has_excised_anatomy,esophagus,esophagectomy,tongue,glossectomy,pancreaticoduodenectomy,pancreatoduodenectomy,tonsillectomy,cryosurgery,septoplasty,False
procedure_has_excised_anatomy,esophagus,esophagectomy,uterus,hysterectomy,pancreaticoduodenectomy,pneumonectomy,oesophagectomy,parathyroidectomy,pancreatoduodenectomy,False
procedure_has_excised_anatomy,esophagus,esophagectomy,vas-deferens,vasectomy,coronary-artery,aortocoronary,orthotopic,aorto-coronary,aneurysmal,False
procedure_has_excised_anatomy,esophagus,esophagectomy,mastoid,mastoidectomy,arthroscopic,transurethral,hysteroscopic,transcatheter,endovascular,False
procedure_has_excised_anatomy,esophagus,esophagectomy,tonsil,tonsillectomy,traumatic,apicoectomy,allogeneic,orthotopic,arthroscopic,False
procedure_has_excised_anatomy,fallopian-tube,salpingectomy,gallbladder,cholecystectomy,splenectomy,cholecystectomy,hysterectomy,appendectomy,adhesiolysis,False
procedure_has_excised_anatomy,fallopian-tube,salpingectomy,gonads,orchiectomy,histology,photography,cytology,drainage,dilatation,False
procedure_has_excised_anatomy,fallopian-tube,salpingectomy,kidney,nephrectomy,nephrectomy,cholecystectomy,hysterectomy,splenectomy,lobectomy,True
procedure_has_excised_anatomy,fallopian-tube,salpingectomy,larynx,laryngectomy,nephrectomy,cholecystectomy,hysterectomy,lobectomy,intubation,False
procedure_has_excised_anatomy,fallopian-tube,salpingectomy,liver,hepatectomy,nephrectomy,hysterectomy,cholecystectomy,splenectomy,lobectomy,False
procedure_has_excised_anatomy,fallopian-tube,salpingectomy,lung,pneumonectomy,splenectomy,hysterectomy,cholecystectomy,appendectomy,curettage,False
procedure_has_excised_anatomy,fallopian-tube,salpingectomy,lymph-nodes,lymphadenectomy,cryptorchidism,splenectomy,infertility,adhesiolysis,appendectomy,False
procedure_has_excised_anatomy,fallopian-tube,salpingectomy,mandible,mandibulectomy,nephrectomy,salpingo-oophorectomy,cholecystectomy,intubation,lobectomy,False
procedure_has_excised_anatomy,fallopian-tube,salpingectomy,maxilla,maxillectomy,salpingo-oophorectomy,nephrectomy,cholecystectomy,intubation,hepatectomy,False
procedure_has_excised_anatomy,fallopian-tube,salpingectomy,ovaries,oophorectomy,histology,resection,cytology,drainage,dilatation,False
procedure_has_excised_anatomy,fallopian-tube,salpingectomy,pancreas,pancreatectomy,nephrectomy,cholecystectomy,intubation,hysterectomy,hepatectomy,False
procedure_has_excised_anatomy,fallopian-tube,salpingectomy,penis,penectomy,nephrectomy,cholecystectomy,salpingo-oophorectomy,intubation,hysterectomy,False
procedure_has_excised_anatomy,fallopian-tube,salpingectomy,pericardium,pericardiectomy,nephrectomy,salpingo-oophorectomy,cholecystectomy,hysterectomy,splenectomy,False
procedure_has_excised_anatomy,fallopian-tube,salpingectomy,pharynx,pharyngectomy,nephrectomy,salpingo-oophorectomy,ethnicity,rash,fever,False
procedure_has_excised_anatomy,fallopian-tube,salpingectomy,hypophysis,hypophysectomy,splenectomy,nephrectomy,cholecystectomy,radiography,transfusion,False
procedure_has_excised_anatomy,fallopian-tube,salpingectomy,prostate,prostatectomy,splenectomy,tonsillectomy,appendectomy,cryptorchidism,adhesiolysis,False
procedure_has_excised_anatomy,fallopian-tube,salpingectomy,spleen,splenectomy,histology,nephrectomy,dilatation,photography,cytology,False
procedure_has_excised_anatomy,fallopian-tube,salpingectomy,stomach,gastrectomy,nephrectomy,cholecystectomy,hysterectomy,lobectomy,intubation,False
procedure_has_excised_anatomy,fallopian-tube,salpingectomy,thymus,thymectomy,nephrectomy,histology,photography,radiography,intubation,False
procedure_has_excised_anatomy,fallopian-tube,salpingectomy,thyroid,thyroidectomy,splenectomy,adhesiolysis,urinalysis,fundoscopy,spirometry,False
procedure_has_excised_anatomy,fallopian-tube,salpingectomy,tongue,glossectomy,splenectomy,hysterectomy,nephrectomy,cholecystectomy,oophorectomy,False
procedure_has_excised_anatomy,fallopian-tube,salpingectomy,uterus,hysterectomy,nephrectomy,salpingo-oophorectomy,cholecystectomy,intubation,hemorrhage,False
procedure_has_excised_anatomy,fallopian-tube,salpingectomy,vas-deferens,vasectomy,criminality,granzyme-b,delinquency,cyclin-d3,panipenem,False
procedure_has_excised_anatomy,fallopian-tube,salpingectomy,mastoid,mastoidectomy,splenectomy,fasciotomy,adhesiolysis,decortication,myomectomy,False
procedure_has_excised_anatomy,fallopian-tube,salpingectomy,tonsil,tonsillectomy,splenectomy,hysterectomy,cholecystectomy,oophorectomy,curettage,False
procedure_has_excised_anatomy,gallbladder,cholecystectomy,gonads,orchiectomy,transplantation,glands,bodies,ganglia,lobes,False
procedure_has_excised_anatomy,gallbladder,cholecystectomy,kidney,nephrectomy,surgery,hepatectomy,nephrectomy,ischemia,angioplasty,False
procedure_has_excised_anatomy,gallbladder,cholecystectomy,larynx,laryngectomy,infarction,surgery,palate,hepatectomy,nephrectomy,False
procedure_has_excised_anatomy,gallbladder,cholecystectomy,liver,hepatectomy,surgery,ischemia,transplantation,hepatectomy,nephrectomy,False
procedure_has_excised_anatomy,gallbladder,cholecystectomy,lung,pneumonectomy,hysterectomy,nephrectomy,hepatectomy,radiotherapy,angioplasty,False
procedure_has_excised_anatomy,gallbladder,cholecystectomy,lymph-nodes,lymphadenectomy,tears,hysterectomy,asphyxia,appendectomy,menopause,False
procedure_has_excised_anatomy,gallbladder,cholecystectomy,mandible,mandibulectomy,infarction,surgery,palsy,ventricle,fibrillation,False
procedure_has_excised_anatomy,gallbladder,cholecystectomy,maxilla,maxillectomy,palsy,fossa,infarction,atrium,ventricle,False
procedure_has_excised_anatomy,gallbladder,cholecystectomy,ovaries,oophorectomy,glands,transplantation,bodies,mucosa,epithelium,False
procedure_has_excised_anatomy,gallbladder,cholecystectomy,pancreas,pancreatectomy,surgery,infarction,injury,ischemia,fibrillation,False
procedure_has_excised_anatomy,gallbladder,cholecystectomy,penis,penectomy,palsy,infarction,palate,surgery,abdomen,False
procedure_has_excised_anatomy,gallbladder,cholecystectomy,pericardium,pericardiectomy,surgery,nephrectomy,palate,infarction,effusion,False
procedure_has_excised_anatomy,gallbladder,cholecystectomy,pharynx,pharyngectomy,palate,infarction,eminence,abdomen,palsy,False
procedure_has_excised_anatomy,gallbladder,cholecystectomy,hypophysis,hypophysectomy,dysfunction,injury,peroxidation,anomalies,metaplasia,False
procedure_has_excised_anatomy,gallbladder,cholecystectomy,prostate,prostatectomy,hysterectomy,appendectomy,stroke,mastectomy,colon,False
procedure_has_excised_anatomy,gallbladder,cholecystectomy,spleen,splenectomy,transplantation,surgery,resection,gland,hyperplasia,False
procedure_has_excised_anatomy,gallbladder,cholecystectomy,stomach,gastrectomy,surgery,infarction,ischemia,nephrectomy,hepatectomy,False
procedure_has_excised_anatomy,gallbladder,cholecystectomy,thymus,thymectomy,surgery,ischemia,gland,transplantation,obstruction,False
procedure_has_excised_anatomy,gallbladder,cholecystectomy,thyroid,thyroidectomy,splenectomy,hysterectomy,appendectomy,tonsillectomy,myomectomy,False
procedure_has_excised_anatomy,gallbladder,cholecystectomy,tongue,glossectomy,nephrectomy,hepatectomy,intubation,ischemia,angioplasty,False
procedure_has_excised_anatomy,gallbladder,cholecystectomy,uterus,hysterectomy,infarction,palsy,surgery,ventricle,fibrillation,False
procedure_has_excised_anatomy,gallbladder,cholecystectomy,vas-deferens,vasectomy,plrg1,normoblasts,polyoxydonium,resia,iridomyrmecin,False
procedure_has_excised_anatomy,gallbladder,cholecystectomy,mastoid,mastoidectomy,fundoplication,myotomy,craniotomy,colectomy,mastectomy,False
procedure_has_excised_anatomy,gallbladder,cholecystectomy,tonsil,tonsillectomy,hysterectomy,nephrectomy,hepatectomy,mastectomy,lobectomy,False
procedure_has_excised_anatomy,gonads,orchiectomy,kidney,nephrectomy,orchidectomy,pneumonectomy,mastectomy,splenectomy,esophagectomy,False
procedure_has_excised_anatomy,gonads,orchiectomy,larynx,laryngectomy,mastectomy,oophorectomy,craniotomy,hysterectomy,thoracotomy,False
procedure_has_excised_anatomy,gonads,orchiectomy,liver,hepatectomy,orchidectomy,splenectomy,antrectomy,pneumonectomy,mastectomy,False
procedure_has_excised_anatomy,gonads,orchiectomy,lung,pneumonectomy,orchidectomy,tonsillectomy,adenoidectomy,pericardiocentesis,antrectomy,False
procedure_has_excised_anatomy,gonads,orchiectomy,lymph-nodes,lymphadenectomy,myringotomy,tonsillectomy,arthrocentesis,suxamethonium,thoracoplasty,False
procedure_has_excised_anatomy,gonads,orchiectomy,mandible,mandibulectomy,thoracotomy,mastectomy,cystectomy,craniotomy,discectomy,False
procedure_has_excised_anatomy,gonads,orchiectomy,maxilla,maxillectomy,thoracotomy,cystectomy,craniotomy,mastectomy,nephrectomy,False
procedure_has_excised_anatomy,gonads,orchiectomy,ovaries,oophorectomy,orchidectomy,splenectomy,adrenalectomy,oophorectomy,curettage,False
procedure_has_excised_anatomy,gonads,orchiectomy,pancreas,pancreatectomy,mastectomy,oophorectomy,nephrectomy,hysterectomy,thyroidectomy,False
procedure_has_excised_anatomy,gonads,orchiectomy,penis,penectomy,craniotomy,craniectomy,thoracotomy,discectomy,mastectomy,False
procedure_has_excised_anatomy,gonads,orchiectomy,pericardium,pericardiectomy,splenectomy,oophorectomy,thoracotomy,orchidectomy,craniotomy,False
procedure_has_excised_anatomy,gonads,orchiectomy,pharynx,pharyngectomy,oophorectomy,splenectomy,vagotomy,orchidectomy,thoracotomy,False
procedure_has_excised_anatomy,gonads,orchiectomy,hypophysis,hypophysectomy,orchidectomy,splenectomy,thymectomy,oophorectomy,tenotomy,False
procedure_has_excised_anatomy,gonads,orchiectomy,prostate,prostatectomy,tonsillectomy,myringotomy,breast,rectal,adenoidectomy,False
procedure_has_excised_anatomy,gonads,orchiectomy,spleen,splenectomy,orchidectomy,splenectomy,oophorectomy,adrenalectomy,curettage,False
procedure_has_excised_anatomy,gonads,orchiectomy,stomach,gastrectomy,mastectomy,oophorectomy,splenectomy,orchidectomy,hysterectomy,False
procedure_has_excised_anatomy,gonads,orchiectomy,thymus,thymectomy,orchidectomy,splenectomy,oophorectomy,adrenalectomy,vagotomy,False
procedure_has_excised_anatomy,gonads,orchiectomy,thyroid,thyroidectomy,percutaneous,intramuscular,intravenous,topical,intranasal,False
procedure_has_excised_anatomy,gonads,orchiectomy,tongue,glossectomy,orchidectomy,splenectomy,pericardiocentesis,oophorectomy,paracentesis,False
procedure_has_excised_anatomy,gonads,orchiectomy,uterus,hysterectomy,cystectomy,thoracotomy,nephrectomy,mastectomy,oophorectomy,False
procedure_has_excised_anatomy,gonads,orchiectomy,vas-deferens,vasectomy,orthoptic,coronary-artery,polyoxydonium,endovenous,contrast-media,False
procedure_has_excised_anatomy,gonads,orchiectomy,mastoid,mastoidectomy,myringotomy,lumpectomy,ureteroneocystostomy,gingivectomy,leep,False
procedure_has_excised_anatomy,gonads,orchiectomy,tonsil,tonsillectomy,orchidectomy,adenoidectomy,myringotomy,pericardiocentesis,phlebotomy,False
procedure_has_excised_anatomy,kidney,nephrectomy,larynx,laryngectomy,craniectomy,osteotomy,cystectomy,hepatectomy,cholecystectomy,False
procedure_has_excised_anatomy,kidney,nephrectomy,liver,hepatectomy,hepatectomy,hysterectomy,lobectomy,cystectomy,angioplasty,True
procedure_has_excised_anatomy,kidney,nephrectomy,lung,pneumonectomy,hysterectomy,mastectomy,cholecystectomy,lobectomy,colectomy,False
procedure_has_excised_anatomy,kidney,nephrectomy,lymph-nodes,lymphadenectomy,lymphadenectomy,bleomycin,phototherapy,ileostomy,vegetations,True
procedure_has_excised_anatomy,kidney,nephrectomy,mandible,mandibulectomy,osteotomy,craniectomy,salpingo-oophorectomy,incision,hepatectomy,False
procedure_has_excised_anatomy,kidney,nephrectomy,maxilla,maxillectomy,salpingo-oophorectomy,craniectomy,osteotomy,fossa,incision,False
procedure_has_excised_anatomy,kidney,nephrectomy,ovaries,oophorectomy,resection,grafting,scans,transplantation,irradiation,False
procedure_has_excised_anatomy,kidney,nephrectomy,pancreas,pancreatectomy,hepatectomy,surgery,angioplasty,gastrectomy,intubation,False
procedure_has_excised_anatomy,kidney,nephrectomy,penis,penectomy,craniectomy,osteotomy,incision,diverticulum,sternotomy,False
procedure_has_excised_anatomy,kidney,nephrectomy,pericardium,pericardiectomy,craniectomy,osteotomy,incision,salpingo-oophorectomy,sternotomy,False
procedure_has_excised_anatomy,kidney,nephrectomy,pharynx,pharyngectomy,craniectomy,pubis,incision,salpingo-oophorectomy,anus,False
procedure_has_excised_anatomy,kidney,nephrectomy,hypophysis,hypophysectomy,craniectomy,osteotomy,physiotherapy,incision,inequality,False
procedure_has_excised_anatomy,kidney,nephrectomy,prostate,prostatectomy,tonsillectomy,bladder,adenoidectomy,mastectomy,salpingectomy,False
procedure_has_excised_anatomy,kidney,nephrectomy,spleen,splenectomy,resection,incision,angioplasty,catheterization,intubation,False
procedure_has_excised_anatomy,kidney,nephrectomy,stomach,gastrectomy,hepatectomy,hysterectomy,lobectomy,cystectomy,cholecystectomy,False
procedure_has_excised_anatomy,kidney,nephrectomy,thymus,thymectomy,incision,catheterization,puncture,intubation,hepatectomy,False
procedure_has_excised_anatomy,kidney,nephrectomy,thyroid,thyroidectomy,phlebotomy,salpingectomy,ureteroscopy,plasmapheresis,decortication,False
procedure_has_excised_anatomy,kidney,nephrectomy,tongue,glossectomy,hysterectomy,craniectomy,lobectomy,cystectomy,thoracotomy,False
procedure_has_excised_anatomy,kidney,nephrectomy,uterus,hysterectomy,salpingo-oophorectomy,incision,osteotomy,craniectomy,hepatectomy,False
procedure_has_excised_anatomy,kidney,nephrectomy,vas-deferens,vasectomy,polyoxydonium,hydrobupropion,c11orf95,pancratium,sarafotoxin-s6b,False
procedure_has_excised_anatomy,kidney,nephrectomy,mastoid,mastoidectomy,gastrojejunostomy,colostomy,lumpectomy,pyloroplasty,tracheotomy,False
procedure_has_excised_anatomy,kidney,nephrectomy,tonsil,tonsillectomy,hysterectomy,mastectomy,orchiectomy,splenectomy,colectomy,False
procedure_has_excised_anatomy,larynx,laryngectomy,liver,hepatectomy,thyroidectomy,gastrectomy,esophagectomy,pancreatectomy,parotidectomy,False
procedure_has_excised_anatomy,larynx,laryngectomy,lung,pneumonectomy,esophagectomy,parotidectomy,trabeculectomy,tonsillectomy,pancreaticoduodenectomy,False
procedure_has_excised_anatomy,larynx,laryngectomy,lymph-nodes,lymphadenectomy,stapedectomy,tympanoplasty,pterygium,ossiculoplasty,trabeculectomy,False
procedure_has_excised_anatomy,larynx,laryngectomy,mandible,mandibulectomy,gastrectomy,pancreatectomy,thyroidectomy,hepatectomy,cystectomy,False
procedure_has_excised_anatomy,larynx,laryngectomy,maxilla,maxillectomy,gastrectomy,pancreatectomy,thyroidectomy,cystectomy,hepatectomy,False
procedure_has_excised_anatomy,larynx,laryngectomy,ovaries,oophorectomy,resection,smears,embolization,microsomes,transplantation,False
procedure_has_excised_anatomy,larynx,laryngectomy,pancreas,pancreatectomy,gastrectomy,thyroidectomy,pancreatectomy,hepatectomy,colectomy,False
procedure_has_excised_anatomy,larynx,laryngectomy,penis,penectomy,gastrectomy,thyroidectomy,pancreatectomy,cystectomy,colectomy,False
procedure_has_excised_anatomy,larynx,laryngectomy,pericardium,pericardiectomy,gastrectomy,thyroidectomy,pancreatectomy,cystectomy,colectomy,False
procedure_has_excised_anatomy,larynx,laryngectomy,pharynx,pharyngectomy,gastrectomy,thyroidectomy,hepatectomy,pancreatectomy,nephrectomy,False
procedure_has_excised_anatomy,larynx,laryngectomy,hypophysis,hypophysectomy,thyroidectomy,vitrectomy,parotidectomy,shunting,gastrectomy,False
procedure_has_excised_anatomy,larynx,laryngectomy,prostate,prostatectomy,breast,stapedectomy,tonsillectomy,colorectal,trabeculectomy,False
procedure_has_excised_anatomy,larynx,laryngectomy,spleen,splenectomy,thyroidectomy,gastrectomy,embolization,resection,pancreatectomy,False
procedure_has_excised_anatomy,larynx,laryngectomy,stomach,gastrectomy,gastrectomy,thyroidectomy,pancreatectomy,colectomy,mastectomy,True
procedure_has_excised_anatomy,larynx,laryngectomy,thymus,thymectomy,thyroidectomy,gastrectomy,pancreatectomy,hepatectomy,cystectomy,False
procedure_has_excised_anatomy,larynx,laryngectomy,thyroid,thyroidectomy,stapedectomy,hysterosalpingography,traumatic,pancreatoduodenectomy,thoracoplasty,False
procedure_has_excised_anatomy,larynx,laryngectomy,tongue,glossectomy,thyroidectomy,parotidectomy,gastrectomy,colectomy,mastectomy,False
procedure_has_excised_anatomy,larynx,laryngectomy,uterus,hysterectomy,gastrectomy,pancreatectomy,thyroidectomy,hepatectomy,cystectomy,False
procedure_has_excised_anatomy,larynx,laryngectomy,vas-deferens,vasectomy,roentgen,coronary-artery,amniotic-fluid,paraquat-poisoning,polyoxydonium,False
procedure_has_excised_anatomy,larynx,laryngectomy,mastoid,mastoidectomy,pulpectomy,stapedectomy,pancreatoduodenectomy,trabeculectomy,patellectomy,False
procedure_has_excised_anatomy,larynx,laryngectomy,tonsil,tonsillectomy,parotidectomy,trabeculectomy,pancreatoduodenectomy,tonsillectomy,pancreaticoduodenectomy,False
procedure_has_excised_anatomy,liver,hepatectomy,lung,pneumonectomy,mastectomy,cholecystectomy,colectomy,hysterectomy,pneumonectomy,False
procedure_has_excised_anatomy,liver,hepatectomy,lymph-nodes,lymphadenectomy,childbirth,varicocele,candidemia,tonsillectomy,vasectomy,False
procedure_has_excised_anatomy,liver,hepatectomy,mandible,mandibulectomy,craniectomy,osteotomy,gastrectomy,nephrectomy,keratectomy,False
procedure_has_excised_anatomy,liver,hepatectomy,maxilla,maxillectomy,craniectomy,fossa,hemithorax,nephrectomy,salpingo-oophorectomy,False
procedure_has_excised_anatomy,liver,hepatectomy,ovaries,oophorectomy,surgery,nephrectomy,angioplasty,transplantation,ventricles,False
procedure_has_excised_anatomy,liver,hepatectomy,pancreas,pancreatectomy,gastrectomy,nephrectomy,surgery,pancreatectomy,cholecystectomy,False
procedure_has_excised_anatomy,liver,hepatectomy,penis,penectomy,craniectomy,fundoplication,osteotomy,sternotomy,diverticulum,False
procedure_has_excised_anatomy,liver,hepatectomy,pericardium,pericardiectomy,craniectomy,osteotomy,nephrectomy,sternotomy,fundoplication,False
procedure_has_excised_anatomy,liver,hepatectomy,pharynx,pharyngectomy,pubis,craniectomy,anus,septum,palate,False
procedure_has_excised_anatomy,liver,hepatectomy,hypophysis,hypophysectomy,craniectomy,osteotomy,myotomy,keratectomy,neurectomy,False
procedure_has_excised_anatomy,liver,hepatectomy,prostate,prostatectomy,tonsillectomy,adenoidectomy,pneumonectomy,esophagectomy,vasectomy,False
procedure_has_excised_anatomy,liver,hepatectomy,spleen,splenectomy,nephrectomy,angioplasty,intubation,surgery,gastrectomy,False
procedure_has_excised_anatomy,liver,hepatectomy,stomach,gastrectomy,nephrectomy,gastrectomy,cholecystectomy,colectomy,pancreatectomy,False
procedure_has_excised_anatomy,liver,hepatectomy,thymus,thymectomy,nephrectomy,sternotomy,craniectomy,angioplasty,intubation,False
procedure_has_excised_anatomy,liver,hepatectomy,thyroid,thyroidectomy,tonsillectomy,vasectomy,adenoidectomy,orchidopexy,pancreatoduodenectomy,False
procedure_has_excised_anatomy,liver,hepatectomy,tongue,glossectomy,nephrectomy,cholecystectomy,craniectomy,fundoplication,hysterectomy,False
procedure_has_excised_anatomy,liver,hepatectomy,uterus,hysterectomy,nephrectomy,craniectomy,palate,gastrectomy,salpingo-oophorectomy,False
procedure_has_excised_anatomy,liver,hepatectomy,vas-deferens,vasectomy,polyoxydonium,opioid-receptors,pancratium,gamma-l-glutamyl-5-hydroxy-l-tryptophan,n-hydroxyamphetamine,False
procedure_has_excised_anatomy,liver,hepatectomy,mastoid,mastoidectomy,lumpectomy,gastrojejunostomy,colostomy,tracheotomy,mastoidectomy,False
procedure_has_excised_anatomy,liver,hepatectomy,tonsil,tonsillectomy,mastectomy,colectomy,craniotomy,hysterectomy,thyroidectomy,False
procedure_has_excised_anatomy,lung,pneumonectomy,lymph-nodes,lymphadenectomy,pancreatoduodenectomy,pancreaticoduodenectomy,trabeculectomy,lasik,parathyroidectomy,False
procedure_has_excised_anatomy,lung,pneumonectomy,mandible,mandibulectomy,hepatectomy,craniectomy,gastrectomy,nephrectomy,pancreatectomy,False
procedure_has_excised_anatomy,lung,pneumonectomy,maxilla,maxillectomy,hepatectomy,craniectomy,gastrectomy,nephrectomy,sternotomy,False
procedure_has_excised_anatomy,lung,pneumonectomy,ovaries,oophorectomy,transplantation,resection,hepatectomy,transection,operation,False
procedure_has_excised_anatomy,lung,pneumonectomy,pancreas,pancreatectomy,hepatectomy,gastrectomy,nephrectomy,pancreatectomy,angioplasty,False
procedure_has_excised_anatomy,lung,pneumonectomy,penis,penectomy,craniectomy,hepatectomy,sternotomy,osteotomy,craniotomy,False
procedure_has_excised_anatomy,lung,pneumonectomy,pericardium,pericardiectomy,craniectomy,hepatectomy,nephrectomy,sternotomy,osteotomy,False
procedure_has_excised_anatomy,lung,pneumonectomy,pharynx,pharyngectomy,hepatectomy,craniectomy,nephrectomy,sternotomy,gastrectomy,False
procedure_has_excised_anatomy,lung,pneumonectomy,hypophysis,hypophysectomy,craniectomy,neurectomy,osteotomy,myotomy,hepatectomy,False
procedure_has_excised_anatomy,lung,pneumonectomy,prostate,prostatectomy,pancreaticoduodenectomy,pancreatoduodenectomy,tonsillectomy,parathyroidectomy,esophagectomy,False
procedure_has_excised_anatomy,lung,pneumonectomy,spleen,splenectomy,hepatectomy,transection,nephrectomy,angioplasty,thyroidectomy,False
procedure_has_excised_anatomy,lung,pneumonectomy,stomach,gastrectomy,hepatectomy,gastrectomy,nephrectomy,thyroidectomy,lobectomy,False
procedure_has_excised_anatomy,lung,pneumonectomy,thymus,thymectomy,hepatectomy,nephrectomy,transection,thyroidectomy,craniectomy,False
procedure_has_excised_anatomy,lung,pneumonectomy,thyroid,thyroidectomy,pancreatoduodenectomy,pancreaticoduodenectomy,tonsillectomy,adenotonsillectomy,parathyroidectomy,False
procedure_has_excised_anatomy,lung,pneumonectomy,tongue,glossectomy,hepatectomy,craniotomy,thyroidectomy,craniectomy,parathyroidectomy,False
