word,x,y,cui,semantic_type,zone,sample
Vanuatu,16.6460283566,-3.33947506266,C0042321,Geographic Area,350.0,1.0
self-medication,10.5849202007,-7.41400457634,C0036600,Individual Behavior,290.0,1.0
"beta-1,4-N-acetylgalactosaminyltransferase",-9.27573025512,-0.64348815096,C0077730,Enzyme,104.0,1.0
methyl-red,-2.05405986753,3.04041279796,C0066279,Pharmacologic Substance,182.0,1.0
nogalose,-5.65014348188,2.71565071326,C0633711,Organic Chemical,144.0,1.0
Alkane,-3.16910428354,6.1755519134,C0002065,Organic Chemical,165.0,1.0
Pachodynerus,7.10635772112,9.00469552353,C1904516,Eukaryote,262.0,1.0
MRF2,-13.1683388867,-5.58707098648,C2827439,Gene or Genome,63.0,1.0
placebo,2.15682181768,4.3498757785,C0032042,Therapeutic or Preventive Procedure,221.0,1.0
blood-equivalent,3.2917533143,-0.560181581795,C3847832,Quantitative Concept,218.0,1.0
norepinephrine-transporter,-8.51619094972,-10.9879887354,C1420212,Gene or Genome,98.0,1.0
4-chloro-N-(propylaminocarbonyl)benzenesulfonamide,1.89094287041,3.37593744451,C2000297,Organic Chemical,220.0,1.0
NSCL2,-14.1939454453,-7.82623684592,C1704913,Gene or Genome,43.0,1.0
Meniscus,5.93780211395,-14.2813285792,C2315938,Bacterium,249.0,1.0
DPMS,-9.08983295732,0.950411051724,C0641798,Organic Chemical,105.0,1.0
bifurcations,1.68098633523,-10.7926097547,C0184906,Therapeutic or Preventive Procedure,213.0,1.0
alpha-inhibin-92,-11.8894455439,3.02605413562,C0051384,Hormone,68.0,1.0
lassitude,8.7360044973,-14.2218253166,C0086525,Sign or Symptom,268.0,1.0
peplomycin,-2.41599292733,0.33279977547,C0135981,"Amino Acid, Peptide, or Protein",162.0,1.0
Glycide,-0.341481574894,-3.65451602517,C0061587,"Indicator, Reagent, or Diagnostic Aid",178.0,1.0
MBL,-5.73627646279,-3.6598602832,C2347054,"Amino Acid, Peptide, or Protein",140.0,1.0
MBC,-2.32520269839,-16.9115747309,C0065839,Organic Chemical,152.0,1.0
MBC,-2.32520269839,-16.9115747309,C0065839,Pharmacologic Substance,152.0,1.0
MBV,1.84337782694,-7.88624904407,C2347170,Immunologic Factor,214.0,1.0
MBP,-5.5497686512,-5.37349966636,C0014063,"Amino Acid, Peptide, or Protein",140.0,1.0
MB1,-4.65903704184,-6.63141671265,C3273407,Gene or Genome,139.0,1.0
PURPURA,-9.79201102703,15.4089473423,C0034150,Disease or Syndrome,113.0,1.0
Tasigna,-15.0357092779,5.97493622066,C1879514,Organic Chemical,51.0,1.0
gastrograffin,3.16506174479,-9.53400852427,C0733796,Pharmacologic Substance,213.0,1.0
TDPO,-1.92947946184,3.68868118903,C0208702,Organic Chemical,183.0,1.0
Thread,7.67937478952,-5.11539092642,C1710394,Manufactured Object,273.0,1.0
Thread,7.67937478952,-5.11539092642,C1882475,Intellectual Product,273.0,1.0
125I-azido-PAPA-APEC,-6.94949777455,3.60442374573,C0246237,"Indicator, Reagent, or Diagnostic Aid",126.0,1.0
Amphipsalta,8.83171015517,7.896348945,C1067860,Eukaryote,280.0,1.0
VMI-502,-3.7899161955,8.77058269938,C0604520,Pharmacologic Substance,166.0,1.0
leucine-enkephalin,-12.8413272601,3.16179370796,C0014294,"Amino Acid, Peptide, or Protein",68.0,1.0
OSS,11.4574828684,-13.9519663117,C0449206,Body Location or Region,306.0,1.0
Famvir,-0.377716397151,3.01186858719,C0591478,Pharmacologic Substance,182.0,1.0
OSM,-18.6484710083,-0.112092772261,C0069535,"Amino Acid, Peptide, or Protein",9.0,1.0
OSM,-18.6484710083,-0.112092772261,C0279238,"Amino Acid, Peptide, or Protein",9.0,1.0
OSM,-18.6484710083,-0.112092772261,C0279238,Pharmacologic Substance,9.0,1.0
OSA,9.40423235781,-12.9137876913,C0764906,Biologically Active Substance,287.0,1.0
OS4,14.7216174609,2.95591036773,C1335071,Enzyme,334.0,1.0
Micronase,1.7131906943,4.37473115113,C0700712,Organic Chemical,221.0,1.0
9-deazainosine,-7.03635520699,5.17850153332,C0050213,Pharmacologic Substance,126.0,1.0
methyl-beta-galactoside,-6.65605011373,1.18797162874,C0066229,Organic Chemical,124.0,1.0
Loprazolam,1.60700391886,6.97061069645,C0077013,Organic Chemical,203.0,1.0
rushed,11.2757677348,-8.78333992593,C0443052,Qualitative Concept,309.0,1.0
elastin,-6.62663009684,-3.6506188044,C1414382,Gene or Genome,122.0,1.0
jet-lag,10.5494410572,-11.1907390139,C0231311,Disease or Syndrome,288.0,1.0
coke,8.43998539085,-2.36130850933,C0009255,Substance,274.0,1.0
G0S19-2,-8.13421188268,-7.1151681959,C1704899,Gene or Genome,101.0,1.0
G0S19-1,-8.19142037967,-6.96477425925,C1707085,Gene or Genome,101.0,1.0
pinostrobin,-3.38946823308,14.4192463941,C0916006,Organic Chemical,170.0,1.0
dansylamide,-2.38565564798,-1.53990572271,C0049150,Organic Chemical,161.0,1.0
arsine,-1.93144275702,4.9753885307,C0052423,Inorganic Chemical,183.0,1.0
detail,8.96197736972,-6.93406297842,C1561567,Functional Concept,272.0,1.0
augmentation,5.57774528896,-8.3783049166,C1293122,Therapeutic or Preventive Procedure,252.0,1.0
Melanospora,8.71256057126,4.61765065488,C1008968,Fungus,278.0,1.0
Thick,4.73418954366,-8.04557952647,C1280412,Qualitative Concept,233.0,1.0
Triatominae,13.9212840327,3.81800409813,C0040872,Eukaryote,335.0,1.0
scombrotoxin,7.07236800696,1.73791129073,C0074187,Hazardous or Poisonous Substance,257.0,1.0
Targeting,5.55321285796,-7.20361408586,C0599894,Cell Function,253.0,1.0
MROD,-10.5876361287,1.77714657295,C0171552,"Amino Acid, Peptide, or Protein",87.0,1.0
BuAdATP,-7.51901459413,3.76721866943,C0048541,"Nucleic Acid, Nucleoside, or Nucleotide",126.0,1.0
MF59,-1.26562145938,-1.95475601072,C0289787,Organic Chemical,179.0,1.0
SPINACH,-7.36472215531,17.3646097137,C2741499,Immunologic Factor,132.0,1.0
Beginning,7.25863865693,-7.70389593371,C0439659,Temporal Concept,252.0,1.0
Quivering,8.0846149378,-9.68496318094,C1527384,Sign or Symptom,270.0,1.0
GR-891,-7.46702083958,5.78175302781,C0764627,"Nucleic Acid, Nucleoside, or Nucleotide",127.0,1.0
Huallaga,15.9162505596,-2.33019681905,C0445500,Intellectual Product,350.0,1.0
sulfo-MBS,-3.18926951254,-0.778689141114,C0379146,Organic Chemical,161.0,1.0
LPIN1,-10.0520090756,-12.6072654168,C1421944,Gene or Genome,79.0,1.0
PIPERINE,-8.86252865691,16.9534499637,C0071112,Organic Chemical,113.0,1.0
Tacrolimus,-0.697962982984,0.254594908669,C0085149,Pharmacologic Substance,181.0,1.0
phosphoramidothiolate,0.643853733298,10.9521005622,C0635750,Inorganic Chemical,206.0,1.0
Cryogel,2.19078579028,-2.99534613392,C3178893,Organic Chemical,217.0,1.0
Lipoprotein-a,-4.57110881437,-2.55624671425,C0065058,"Amino Acid, Peptide, or Protein",141.0,1.0
Diskus,4.27399986901,5.60886659741,C1553480,Medical Device,241.0,1.0
Muslims,16.1516879981,-5.73295646344,C0026870,Population Group,348.0,1.0
FM1-43,-1.57839731269,-2.8394129249,C0166673,Organic Chemical,179.0,1.0
Neozoanthus,9.49940351785,5.98988795523,C3107427,Eukaryote,298.0,1.0
Endosome,-1.20186677039,-7.79534487069,C0034850,Cell Component,176.0,1.0
N-desmethylloperamide,0.22375670819,7.42611793478,C0963621,Organic Chemical,204.0,1.0
Andrias,14.8598461101,8.73272756326,C1091121,Amphibian,337.0,1.0
dulcerozine,-0.0766692774589,5.81898934454,C0058796,Organic Chemical,203.0,1.0
Biarison,1.55669182324,5.48473727092,C0106264,Organic Chemical,203.0,1.0
Biarison,1.55669182324,5.48473727092,C0106264,Pharmacologic Substance,203.0,1.0
Laminariales,7.08864049193,5.26487217507,C0996324,Plant,259.0,1.0
corticotropin-releasing-factor,-13.1821519361,3.07453336919,C0010132,"Amino Acid, Peptide, or Protein",68.0,1.0
corticotropin-releasing-factor,-13.1821519361,3.07453336919,C0010132,Pharmacologic Substance,68.0,1.0
CHAR,11.5216678962,-0.399150824932,C1705949,Gene or Genome,313.0,1.0
Esodeviation,5.41354666449,-1.61627192118,C0014877,Disease or Syndrome,256.0,1.0
Vasomax,1.61458739543,4.92220565259,C1541581,Organic Chemical,221.0,1.0
CRTO,-3.00710191949,13.9778539646,C1264677,Quantitative Concept,169.0,1.0
anti-T,-3.22846435919,-4.83295876946,C0076533,Organic Chemical,159.0,1.0
Candidemia,2.33181440955,-13.7607157887,C0877445,Disease or Syndrome,211.0,1.0
anti-D,-2.72626169768,-5.60787755086,C0140430,"Amino Acid, Peptide, or Protein",158.0,1.0
anti-s,-3.18295954496,-5.35637156472,C0221141,"Amino Acid, Peptide, or Protein",159.0,1.0
K76,-5.53340934096,-11.4054002169,C0206805,"Indicator, Reagent, or Diagnostic Aid",136.0,1.0
anti-i,-2.91740393741,-5.38744503064,C0370188,"Amino Acid, Peptide, or Protein",159.0,1.0
anti-h,-3.57158952992,-4.65845661115,C0221137,Immunologic Factor,159.0,1.0
HHT1,-7.81727098643,-11.8308516326,C0039445,Disease or Syndrome,117.0,1.0
Motor-nerve,1.13088838653,-9.0255844135,C0501384,"Body Part, Organ, or Organ Component",195.0,1.0
incus,5.27823562764,-13.8634548312,C0021181,"Body Part, Organ, or Organ Component",230.0,1.0
sparteine,-1.12187408881,7.20056851702,C0037760,Organic Chemical,185.0,1.0
spend-down,14.0485487548,-6.93752448212,C3241994,Quantitative Concept,329.0,1.0
Proenzyme,-7.47289882187,-2.03702002176,C0014436,"Amino Acid, Peptide, or Protein",122.0,1.0
SULT2A1,-11.0716976159,0.421419696109,C1420519,Gene or Genome,86.0,1.0
Placenta,6.0954251473,-10.7927231516,C1278988,Embryonic Structure,251.0,1.0
Placenta,6.0954251473,-10.7927231516,C1546742,Intellectual Product,251.0,1.0
smk1,-9.34151220598,-4.93779833131,C1822785,Gene or Genome,102.0,1.0
acrasin,-9.92877369202,3.46036467194,C0050575,Organic Chemical,87.0,1.0
tinidazole,3.54198168755,9.13004332126,C0040263,Organic Chemical,243.0,1.0
dystonia,8.3620514194,-13.3199449434,C0393593,Disease or Syndrome,268.0,1.0
olifen,1.5980651398,4.21946022448,C0251802,Organic Chemical,202.0,1.0
20q13.32,-7.94298628977,-14.166158816,C2825990,Cell Component,97.0,1.0
Sonchus,2.84003233774,15.69923173,C1015153,Plant,227.0,1.0
Froelichia,5.25950522181,14.8580005725,C1012405,Plant,246.0,1.0
20-Methylcholanthrene,4.62693001781,-6.68514161081,C0000325,Hazardous or Poisonous Substance,234.0,1.0
Xipamide,0.804168356962,4.76096639068,C0043355,Organic Chemical,202.0,1.0
Point-of-care,0.898755515253,-5.98380460661,C1547702,Idea or Concept,196.0,1.0
serine/threonine-kinase,-15.6836106516,0.14886429142,C1414387,Gene or Genome,29.0,1.0
haiti,12.9340698036,-5.38764075288,C0018510,Geographic Area,311.0,1.0
replens,2.49872952351,-0.0978750501494,C0251132,Pharmacologic Substance,218.0,1.0
PGD2,-10.7291764159,8.009784479,C0033532,Organic Chemical,90.0,1.0
1MH,-4.38448133825,-1.14485586297,C0044470,Biologically Active Substance,142.0,1.0
Mn-2+,-7.6190554464,3.66108332832,C2346927,Pharmacologic Substance,126.0,1.0
FR901464,-5.41023501522,12.1393950721,C0536036,Organic Chemical,149.0,1.0
SR-27897,-9.76212001099,10.2538553311,C0214827,Pharmacologic Substance,110.0,1.0
U-83836E,-7.30563544934,8.0646013067,C0209540,Pharmacologic Substance,128.0,1.0
Hybridomas,-3.4414445709,-5.37132692052,C0020204,Cell,159.0,1.0
19i,5.82844554977,4.78447335617,C1552187,Medical Device,259.0,1.0
spurr,3.57229262209,-2.82116510154,C0285253,Organic Chemical,236.0,1.0
protein-tyrosine-kinase,-12.6951931222,6.73555195601,C0033681,Enzyme,70.0,1.0
phosphoethanolamine,-5.59169428686,0.510074957035,C0031618,Biologically Active Substance,143.0,1.0
Hypoxis,3.02517522919,16.1380437625,C0969711,Plant,227.0,1.0
bone-type,-6.12055440764,-2.85481762183,C1283557,"Body Part, Organ, or Organ Component",122.0,1.0
[18F]Galacto-RGD,-1.05537585331,-4.63716123702,C0965384,"Indicator, Reagent, or Diagnostic Aid",178.0,1.0
immiticide,2.74680846021,5.6669016268,C1276798,Pharmacologic Substance,222.0,1.0
heparin-agarose,0.948910183198,-3.88173442012,C0062515,Organic Chemical,197.0,1.0
Galactomannan,0.387047434012,-5.55124772054,C0060961,Organic Chemical,196.0,1.0
Janitor,13.6350709947,-0.122515327957,C0335350,Professional or Occupational Group,332.0,1.0
Dactylolysis,1.23212069182,-13.4028328496,C0001860,Disease or Syndrome,192.0,1.0
MIMP,-11.9191447423,8.06744956264,C1425005,Gene or Genome,71.0,1.0
TAC2,-4.17945835078,-9.83320834713,C1420564,Gene or Genome,137.0,1.0
ELECTROPHORESIS,-7.17437556903,17.5153482623,C0013855,Laboratory Procedure,132.0,1.0
Bembix,7.0205225888,14.3926512742,C1645963,Eukaryote,265.0,1.0
Etonogestrel,5.67528443015,-11.549293235,C0047683,Organic Chemical,250.0,1.0
Etonogestrel,5.67528443015,-11.549293235,C0047683,Hormone,250.0,1.0
TACE,1.8674896492,-10.1181973244,C1706640,Enzyme,213.0,1.0
tetrachlorotrifluoromethylbenzimidazole,-8.38320951973,4.41394306109,C0047842,Pharmacologic Substance,107.0,1.0
Denervations,5.12164086108,-16.837059222,C0011307,Therapeutic or Preventive Procedure,228.0,1.0
GSK2118436,-14.9184540375,5.93458692516,C2826139,Organic Chemical,51.0,1.0
CDX-1,-14.6529249392,-8.71623070395,C3831165,Gene or Genome,43.0,1.0
ABC294735,-10.9563693762,6.49671540745,C3252605,Organic Chemical,89.0,1.0
rodent,11.2256448718,-0.03918144836,C0035804,Mammal,314.0,1.0
Thripinae,8.67557549501,9.2219613783,C1073542,Eukaryote,281.0,1.0
HCO3,2.23576293163,-0.160894035021,C0005367,Inorganic Chemical,218.0,1.0
Sibynophis,12.7800534883,8.01524693795,C3380687,Reptile,318.0,1.0
HSP105B,-13.0074587138,-7.28243496832,C1424667,Gene or Genome,62.0,1.0
1q21,-7.24040829326,-15.3772114538,C1520988,Cell Component,115.0,1.0
Benzol,4.71747395231,-7.84984187006,C0005036,Organic Chemical,233.0,1.0
Technologists,12.4033141162,-3.5288524033,C0260280,Professional or Occupational Group,312.0,1.0
IMPETIGO,-8.89769860887,16.1311691019,C0021099,Disease or Syndrome,113.0,1.0
MEKC,1.23039386459,-4.14757844987,C0600561,Laboratory Procedure,197.0,1.0
Prescription-writing,13.4633326302,-8.81301236394,C3825794,Intellectual Product,328.0,1.0
SCL,-6.6099358045,-9.79696923801,C0378781,Biologically Active Substance,118.0,1.0
SCK,-3.84134782676,-9.35141842143,C1428905,Gene or Genome,156.0,1.0
SCF,-4.49047351661,-3.11315033415,C2825910,Laboratory Procedure,141.0,1.0
SCX,1.09168423479,-3.92950271303,C1822656,Gene or Genome,197.0,1.0
SCT,-1.09995232363,-7.73850343432,C0860888,Diagnostic Procedure,176.0,1.0
INHA,-12.3775018759,-11.8246258068,C1334130,Gene or Genome,60.0,1.0
INHG,1.1955742608,0.133778328258,C0641956,Organic Chemical,200.0,1.0
petaline,-2.1447524724,4.25554956957,C0639442,Pharmacologic Substance,183.0,1.0
Dussumieria,12.914061154,9.58074656383,C2267667,Fish,319.0,1.0
sunlight,8.23160231452,-2.51824609298,C0038817,Natural Phenomenon or Process,274.0,1.0
Campath,-2.32399052997,-2.05893509742,C0939276,Immunologic Factor,160.0,1.0
PD168368,-10.0656022739,10.7944290336,C0963910,Organic Chemical,92.0,1.0
rhodoquinone-9,-6.63235531236,1.64563925005,C0951174,Organic Chemical,124.0,1.0
Octanal,-1.65239508336,11.4162806996,C0163697,Organic Chemical,187.0,1.0
IMP321,-2.19255969935,-0.921536599764,C1739076,Immunologic Factor,180.0,1.0
picture,9.31211977152,-8.65441136357,C0441468,Manufactured Object,290.0,1.0
SB-267268,-10.806035273,9.63675888586,C1700782,Organic Chemical,91.0,1.0
football,9.23954490812,-9.39508494451,C0016517,Daily or Recreational Activity,289.0,1.0
flushes,8.71885558856,-14.1765036676,C0016382,Sign or Symptom,268.0,1.0
RNA-Polymerase-II,-16.0480683662,-5.97039710577,C0035679,Enzyme,25.0,1.0
MRX2,-5.67209473999,-14.1381193028,C0796207,Disease or Syndrome,135.0,1.0
darunavir,-5.99335209158,7.62205454714,C1435444,Organic Chemical,147.0,1.0
SSB-4,-11.5747464707,-4.28742202151,C1823120,Gene or Genome,83.0,1.0
halcinonide,4.80609935529,2.97545835279,C0018513,Organic Chemical,239.0,1.0
Lithiasis,1.32506731615,-15.9396858604,C0023869,Pathologic Function,191.0,1.0
Trachelium,5.71818183209,12.1013523198,C1001027,Plant,263.0,1.0
poly(GEMA),1.29083228354,-0.66538215156,C0291297,Organic Chemical,199.0,1.0
"2,4-dichloropyrimidine",-3.44167740891,4.60932132427,C1739896,Organic Chemical,164.0,1.0
Vasaprostan,2.90949849358,2.73883534673,C2930545,Pharmacologic Substance,220.0,1.0
P276-00,-13.6085932781,5.49423998192,C1832023,Pharmacologic Substance,51.0,1.0
sulphonamide,3.34440917433,10.1954915967,C0038760,Organic Chemical,224.0,1.0
PBDE-209,-12.49324814,5.37573860047,C1454121,Organic Chemical,70.0,1.0
L13A,-7.59881843198,-5.95346516613,C3541425,Gene or Genome,120.0,1.0
Mercurochrome,4.88888294564,1.58497605021,C0947682,Organic Chemical,238.0,1.0
3beta-hydroxytibolone,-0.930850008809,1.59497227818,C1451698,Organic Chemical,181.0,1.0
MKRN2,-11.0467127735,-8.16727375732,C1417178,Gene or Genome,81.0,1.0
kaempferide,-3.05690286817,14.1998920884,C1122781,Organic Chemical,169.0,1.0
crisis,15.715344163,-9.57066127043,C0231224,Finding,346.0,1.0
MCAF,-19.1378430743,-1.06279908511,C1522558,Immunologic Factor,9.0,1.0
Elatostema,7.99639585274,4.63116923384,C1233339,Plant,278.0,1.0
Oxytoxin,2.34001515136,2.59739150429,C0523809,Laboratory Procedure,220.0,1.0
Nomenclature,11.2464856399,-3.60015723611,C0600281,Intellectual Product,312.0,1.0
octadecylphosphocholine,-7.40198231877,6.44272345807,C0068247,Pharmacologic Substance,127.0,1.0
Polymethylmetacrylate,3.80232682532,-3.72091724812,C0005533,Organic Chemical,235.0,1.0
COUMARIN,-8.09878116053,17.0865978047,C0010206,Pharmacologic Substance,113.0,1.0
P450PCN1,-10.6335378647,-3.59191255144,C1705261,Gene or Genome,84.0,1.0
pickle,6.97231670406,2.95384628405,C0453375,Food,258.0,1.0
neurosporene,-0.883638425315,14.4330426587,C0068629,Organic Chemical,189.0,1.0
malpositioning,5.23587045825,-13.829749268,C0333042,Spatial Concept,230.0,1.0
KLF6,-15.1710669214,-9.16937088525,C3273419,"Amino Acid, Peptide, or Protein",42.0,1.0
MCTS1,-14.4643390184,-7.76829728336,C1428048,Gene or Genome,43.0,1.0
Polyradiculoneuropathy,0.443699228035,-13.1680376859,C0032587,Disease or Syndrome,192.0,1.0
pyridine,-4.17933202978,7.3987035047,C0034255,Organic Chemical,147.0,1.0
FLJ22624,-11.4995210156,-7.61130228131,C1824391,Gene or Genome,81.0,1.0
Evora,16.0780312042,-2.09175250904,C2990631,Eukaryote,350.0,1.0
Soup,7.05258528132,2.49661899799,C0453399,Food,258.0,1.0
GBq/ml,4.72758878179,-0.103436412372,C1690481,Quantitative Concept,237.0,1.0
PLC-eta2,-11.0775954196,-4.41803436113,C1826593,Gene or Genome,83.0,1.0
troleandomycin,-8.90732512344,5.96402716348,C0041165,Antibiotic,108.0,1.0
TDP43,-6.44669094744,-10.6421236686,C2699749,Gene or Genome,118.0,1.0
CD62E,-4.91725538123,-7.0830442714,C1337114,Gene or Genome,139.0,1.0
Impacted,5.03208213219,-12.4097197651,C0333125,Functional Concept,231.0,1.0
sarcodonin,-3.98764302549,11.1061300537,C0907696,Organic Chemical,168.0,1.0
NMT2,-12.3322836551,-8.38622366226,C1334858,"Amino Acid, Peptide, or Protein",62.0,1.0
NMT2,-12.3322836551,-8.38622366226,C1334886,Gene or Genome,62.0,1.0
meter/second,5.9772054546,-0.94662559073,C0439493,Quantitative Concept,256.0,1.0
AICL,-5.38911621985,-8.1387010745,C1539088,Gene or Genome,138.0,1.0
Canola,6.3408968934,3.74339789017,C0330502,Plant,259.0,1.0
dsRNA,-6.505938853,-5.40081360817,C0035693,Biologically Active Substance,121.0,1.0
CoA-disulfide,-9.1535251614,1.53278595404,C0056068,Organic Chemical,105.0,1.0
L-Sorbose,-7.77833867201,0.739536276996,C0022851,Biologically Active Substance,124.0,1.0
pandinotoxin-Kalpha,-12.7880821725,9.44031365075,C0537268,Pharmacologic Substance,72.0,1.0
Molipaxin,1.63900044429,6.46279630939,C0917896,Pharmacologic Substance,222.0,1.0
Retinaldehyde,-9.03230867933,0.633700534914,C0035331,Pharmacologic Substance,105.0,1.0
N-Et-IsTCH,-10.3070047295,9.72465213053,C0911614,Organic Chemical,91.0,1.0
F11,-14.5730033995,-0.298338453433,C1421650,Gene or Genome,47.0,1.0
CHOK,-8.33967762553,-1.03336603138,C0008415,"Amino Acid, Peptide, or Protein",104.0,1.0
femoral-head,5.99930224996,-14.5183099505,C0015813,"Body Part, Organ, or Organ Component",248.0,1.0
Thioproperazine,3.23380698024,3.6411228855,C0039936,Organic Chemical,221.0,1.0
Reserpine,1.44547724,7.59219016242,C0035179,Organic Chemical,204.0,1.0
fibrinogen,-4.57927339689,-3.8009319755,C0016006,Pharmacologic Substance,140.0,1.0
smoothelin,-12.2540044795,-12.8725425239,C1420265,Gene or Genome,59.0,1.0
phenylmethyloxadiazole,-1.21084195039,6.13133908408,C0070693,Organic Chemical,184.0,1.0
phenylmethyloxadiazole,-1.21084195039,6.13133908408,C0070693,Pharmacologic Substance,184.0,1.0
D-600,-12.6216616209,9.26833798062,C0795749,Organic Chemical,72.0,1.0
Fraxiparine,1.27056877413,1.15389221672,C0878354,Organic Chemical,200.0,1.0
SB202190,-13.5863909571,7.16235848638,C0291985,Organic Chemical,71.0,1.0
Ketorolac,2.75947888292,5.60070053015,C0073631,Pharmacologic Substance,222.0,1.0
Predictor,6.44535288513,-6.49186378245,C2698872,Idea or Concept,253.0,1.0
angiectasia,1.30033122004,-11.8849857513,C0002959,Disease or Syndrome,193.0,1.0
icon,8.93460081006,-5.7531389351,C0950577,Hazardous or Poisonous Substance,272.0,1.0
Ceanothus,4.87090553206,14.0631461143,C1001178,Plant,245.0,1.0
Optipen,1.88319047511,2.70228290964,C1506786,Organic Chemical,220.0,1.0
DNA-probe,-1.10824460929,-5.56591940726,C0012893,"Indicator, Reagent, or Diagnostic Aid",177.0,1.0
epoxyqueuosine,-8.53963977676,1.24394898245,C0069148,"Nucleic Acid, Nucleoside, or Nucleotide",105.0,1.0
Co-dergocrine,1.30192545455,6.9035305503,C0012294,Organic Chemical,203.0,1.0
Unchanged,4.7236630284,-6.9775712912,C2346711,Qualitative Concept,234.0,1.0
phenylfluorone,-1.8252182853,3.40919144642,C0060563,Organic Chemical,182.0,1.0
DCMBT,-4.36093015549,6.24019884658,C0047743,Organic Chemical,146.0,1.0
alpha-ketoglutarate-dehydrogenase,-9.00818137956,0.871336700743,C0022626,"Amino Acid, Peptide, or Protein",105.0,1.0
peptidoglycan,-1.62922018987,2.23895536678,C0030958,Organic Chemical,182.0,1.0
CKD-501,-7.07463566073,9.33511642028,C2744791,Organic Chemical,129.0,1.0
coagulants,2.57742695775,-2.29146252147,C0009117,Pharmacologic Substance,217.0,1.0
Terrimonas,16.4415028181,2.30819766401,C1918238,Bacterium,353.0,1.0
CAAC,0.095712408847,-11.2393339216,C0642815,Organic Chemical,193.0,1.0
sauce,6.95546380852,2.95237206675,C0453357,Food,258.0,1.0
Selenium,3.05676311464,-1.56713689553,C0521939,Pharmacologic Substance,218.0,1.0
Jacuzzi,7.7194845061,-3.28793882974,C0683896,Manufactured Object,274.0,1.0
Ligations,0.283716417741,-4.50991215929,C0023690,Therapeutic or Preventive Procedure,197.0,1.0
Haploporidae,12.6832236964,6.53912801746,C1055976,Eukaryote,317.0,1.0
GLTSCR1,-11.6476713544,-9.5778217614,C1333680,"Amino Acid, Peptide, or Protein",80.0,1.0
"1,3-cyclohexadiene",-3.51120523039,4.68981901258,C0043905,Organic Chemical,164.0,1.0
pk18,-10.6786125748,-2.05932549728,C1823521,Gene or Genome,84.0,1.0
Theobid,2.49751297107,4.91135301412,C0700824,Pharmacologic Substance,221.0,1.0
del(8),-5.91175091114,-16.1455178806,C1517991,Cell or Molecular Dysfunction,134.0,1.0
Densitometer,6.03004361833,-4.52721113504,C1706216,Manufactured Object,254.0,1.0
Homeostasis,5.10051747287,-6.64670648408,C0019868,Biologic Function,234.0,1.0
SB238569,-3.07728491722,11.3068433845,C1144148,Pharmacologic Substance,168.0,1.0
stinkweed,2.19404165829,14.8491382571,C1221904,Plant,227.0,1.0
GP96,-17.3372273082,-4.64365460328,C3889457,Gene or Genome,26.0,1.0
Rudanella,16.6445550412,2.53298133423,C2283626,Bacterium,353.0,1.0
living-alone,12.8856481054,-9.48213666812,C0439044,Finding,308.0,1.0
brain-MRI,3.19676285721,-9.03834226183,C0412675,Diagnostic Procedure,214.0,1.0
apple-tree,2.24342034355,14.00530165,C0330653,Plant,226.0,1.0
Curlew,15.2702809463,7.65341358683,C1004269,Bird,356.0,1.0
AXILLA,-9.20234340533,16.4176770578,C0004454,Body Location or Region,113.0,1.0
PGS2,-14.320270858,-6.92058449388,C0872243,Enzyme,44.0,1.0
PGS1,-9.61649872884,-2.52782981144,C1826574,Gene or Genome,103.0,1.0
N-acetylaspartylglutamate,-5.79519860443,0.797725886672,C0130693,Pharmacologic Substance,143.0,1.0
Ertumaxomab,-3.4003292517,-4.63754044994,C1723386,"Amino Acid, Peptide, or Protein",159.0,1.0
Ertumaxomab,-3.4003292517,-4.63754044994,C1723386,Pharmacologic Substance,159.0,1.0
Ertumaxomab,-3.4003292517,-4.63754044994,C1723386,Immunologic Factor,159.0,1.0
Haemoglobin-S,16.2537216113,-4.33702478368,C0019043,Biologically Active Substance,349.0,1.0
64Cu-CB-TE2A-Y3-TATE,-1.12780178975,-4.57251617652,C3492993,Pharmacologic Substance,178.0,1.0
PLGA-GCH,-10.948099411,2.83911224637,C1742800,Organic Chemical,87.0,1.0
estimator,7.47712165325,-6.19897833965,C0401805,Professional or Occupational Group,272.0,1.0
CD80,-4.94516042041,-7.77253260658,C1366561,Gene or Genome,138.0,1.0
Decortilen,3.13393730616,2.88712491882,C1528847,Organic Chemical,220.0,1.0
HLA-Bw4,-5.24206769318,-10.9695165252,C0062832,Immunologic Factor,136.0,1.0
Aleurodicus,10.2473203824,13.6243236768,C1003018,Eukaryote,302.0,1.0
Gluconoacetobacter,15.1600360014,1.51551447345,C1039829,Bacterium,352.0,1.0
HDMCP,-11.5786657574,-3.48938294037,C3146464,Gene or Genome,84.0,1.0
DCIP,-8.11272152523,3.08804861347,C3273873,Gene or Genome,106.0,1.0
DCIP,-8.11272152523,3.08804861347,C3273874,Enzyme,106.0,1.0
Permit,12.3085009677,-3.27339616886,C0329040,Fish,312.0,1.0
autoimmune,-0.670606191014,-13.0968737473,C0443146,Pathologic Function,173.0,1.0
Cirrhosis,-0.266891425137,-12.2914363063,C1623038,Disease or Syndrome,193.0,1.0
Urosphena,7.98079013565,6.19078656646,C1497646,Bird,279.0,1.0
Dipteropeltis,11.9851308281,8.34232155562,C1218472,Plant,318.0,1.0
TH9507,-4.04915654152,-0.32919061206,C1313807,Pharmacologic Substance,161.0,1.0
